Family,Subfamily,Tribe,Species name and author,tips,"broad_sociality (solitary, social, kleptoparasite, social parasite)","fine_sociality (communal, primitively eusocial, eusocial)",sociality_notes,sociality_ref,nesting_broad,nesting_fine,reference,Nest.Accuracy,habitat,reference
Apidae,Nomadinae,Epeolini,,Epeolus_flavociliatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_subrufescens,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_caffer,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_transitorius,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_compactus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_canadensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_ferrarii,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_splendidus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_luteipennis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_olympiellus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_minimus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_axillaris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_mesillae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_asperatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_americanus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_barberiellus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_scutellaris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_packeri,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_basili,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_pusillus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_novomexicanus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_nebulosus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_deyrupi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_floridensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_howardi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_erigeronis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_ilicis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_zonatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_inornatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_gibbsi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_ainsliei,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_andriyi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_autumnalis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_emiliae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_lectoides,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_glabratus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_lectus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_carolinus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_rufulus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_attenboroughi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_chamaesarachae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_diadematus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_brumleyi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_australis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_flavofasciatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_tessieris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_bifasciatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_obscuripes,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_claripennis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_variolosus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_fumipennis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Epeolus_interruptus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_grandis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_penicilliferus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_pectoralis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_donatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_subalpinus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_remigatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_paenepectoralis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_bilineatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_simplex,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_robustus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_brittaini,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_verbesinae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_matildae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_utahensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_melanarius,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Triepeolus_tristis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Doeringiella_gayi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Thalestria_spinosa,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Rhinepeolus_rufiventris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Odyneropsis_apache,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Epeolini,,Rhogepeolus_bigibbosus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Brachynomada_margaretae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Paranomada_velutina,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Triopasites_penniger,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Kelita_chilensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Kelita_toroi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Brachynomadini,,Kelita_tuberculata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_flava,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_leucophthalma,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_ferruginata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_gracilis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_panzeri,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_signata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fusca,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_hirtipes,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_dentariae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_depressa,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fragariae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_mutica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_ruficornis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_moeschleri,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_opaca,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_harimensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_icazti,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_illinoensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_lehighensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_vicina,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_striata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_symphyti,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_villosa,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fervens,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_marshamella,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_calloptera,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_shirakii,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_obscura,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_guttulata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_alboguttata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_baccata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fulvicornis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_melathoracica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_bethunei,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_cressonii,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_pygmaea,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_armatella,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_maculata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_ovata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_cuneata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_sayi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_bella,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_perplexa,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_hydrophylli,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_lepida,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_denticulata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_zonata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_rhenana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_flavoguttata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_conjungens,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_castellana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_montverna,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fabriciana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_rostrata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_atroscutellaris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fuscicornis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_discrepans,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_merceti,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_similis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_armata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_femoralis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_mutabilis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_aswensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_taicho,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_kaguya,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_ginran,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_nipponica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_sheppardana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_minuscula,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_kohli,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_bluethgeni,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_discedens,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_okubira,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_posthuma,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_australensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_distinguenda,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_furva,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_imbricata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_luteoloides,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_subrutila,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_obliterata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_lathburiana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fucata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_bifasciata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_comparata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_goodeniana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_succincta,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_duplex,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_agrestis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_sexfasciata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_argentata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_facilis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_integra,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_pleurosticta,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_stigma,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_tridentirostris,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_basalis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_nobilis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_japonica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_articulata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_australis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_emarginata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_flavopicta,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_rufipes,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_roberjeotiana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_obtusifrons,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_cubensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_fervida,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_tiftonensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_texana,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_gutierreziae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Nomadini,,Nomada_argentea,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Biastes_brevicornis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Biastes_emarginatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Biastes_truncatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Biastes_cressoni,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Schwarzia_elizabethae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Schwarzia_emmae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Townsendiella_pulchra,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Rhopalolemma_robertsi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Neolarra_californica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Neolarra_orbiculata,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Neolarra_verbesinae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Neolarrini,,Neolarra_vigilans,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Hexepeolini,,Hexepeolus_rhodogyne,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Ammobatoides_abdominalis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Ammobatoides_radoszkowskii,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_calliopsidis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_ruthae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_arizonicus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_minimus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_stevensi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_insoletus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Holcopasites_pulchellus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Ammobatoidini,,Schmiedeknechtia_brevicornis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Caenoprosopidini,,Caenoprosopina_holmbergi,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Caenoprosopidini,,Caenoprosopis_crabronina,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_delumbatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_takaonis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_quinquefasciatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_novaehollandiae,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_albomaculatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_orbatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_histrionicus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_waroonensis,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_decorus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_caeruleopunctatus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreus_nitidulus,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Thyreomelecta_sibirica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Brachymelecta_californica,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
Apidae,Nomadinae,Melectini,,Melecta_albifrons,kleptoparasite,,,Michener 1974,kleptoparasite,,,,,
